topic_id,doc_count,pair_count,elapsed_seconds,status
39,256,0,0.31745429476723075,ok
61,252,0,0.31296548107638955,ok
114,247,0,0.31329256715252995,ok
75,243,0,0.28502785693854094,ok
135,241,0,0.3178927949629724,ok
137,232,0,0.33798526087775826,ok
19,231,0,0.3212776919826865,ok
79,229,0,0.35361786279827356,ok
73,227,0,0.2844578279182315,ok
29,211,0,0.3207269199192524,ok
181,210,0,0.3223572210408747,ok
0,208,0,0.3223528931848705,ok
27,205,0,0.3145673191174865,ok
197,205,1,0.3202288239262998,ok
190,205,0,0.32214616565033793,ok
77,200,0,0.3181924927048385,ok
103,200,0,0.3203062107786536,ok
60,198,0,0.31970577500760555,ok
136,197,0,0.3179267728701234,ok
174,196,0,0.30984502797946334,ok
192,195,0,0.33169576106593013,ok
164,194,0,0.28068376099690795,ok
47,192,0,0.30894948076456785,ok
21,192,0,0.3155600009486079,ok
2,191,0,0.3078597863204777,ok
167,190,0,0.3292137011885643,ok
64,187,0,0.31314303772524,ok
37,181,0,0.3222096641547978,ok
35,179,0,0.3225432806648314,ok
14,179,0,0.31393200578168035,ok
28,178,0,0.31488892808556557,ok
46,178,0,0.31231607496738434,ok
128,177,0,0.3169395509175956,ok
45,175,0,0.29862109664827585,ok
182,173,0,0.3129360950551927,ok
188,172,0,0.31215854408219457,ok
183,168,0,0.2815272039733827,ok
40,167,1,0.314444022718817,ok
168,165,0,0.3173629050143063,ok
127,163,0,0.3081862824037671,ok
74,162,0,0.3203352908603847,ok
100,161,0,0.3198674297891557,ok
42,160,0,0.27638934599235654,ok
3,159,0,0.3037841492332518,ok
142,159,0,0.3197292392142117,ok
13,158,0,0.2793641332536936,ok
36,157,0,0.3283069427125156,ok
34,157,0,0.2980919764377177,ok
78,157,0,0.30759290140122175,ok
179,154,0,0.31860608886927366,ok
165,153,0,0.28247037902474403,ok
196,152,0,0.3239058260805905,ok
123,149,0,0.32549558812752366,ok
20,146,0,0.317701225169003,ok
33,146,0,0.3091125190258026,ok
191,145,0,0.281146174762398,ok
98,144,0,0.3039447208866477,ok
101,140,0,0.27302997978404164,ok
41,137,0,0.3082794123329222,ok
132,136,0,0.3557268613949418,ok
4,135,0,0.2797780721448362,ok
7,133,2,0.3029973367229104,ok
138,130,0,0.2748283459804952,ok
99,129,0,0.3050258569419384,ok
72,128,0,0.3075514938682318,ok
166,126,0,0.312139973975718,ok
97,125,0,0.3659328813664615,ok
6,125,0,0.27993614599108696,ok
189,123,0,0.311344460118562,ok
122,123,0,0.27062713308259845,ok
32,121,0,0.2982095773331821,ok
65,116,0,0.275267549790442,ok
1,116,0,0.3045715531334281,ok
139,114,0,0.2841333351098001,ok
102,114,0,0.30098362686112523,ok
169,113,0,0.29693469824269414,ok
22,112,1,0.3083069631829858,ok
195,106,0,0.32059766817837954,ok
172,104,0,0.2778275110758841,ok
17,103,0,0.30866526486352086,ok
18,95,0,0.2805524468421936,ok
160,94,0,0.30223973421379924,ok
26,92,0,0.26740514393895864,ok
163,91,0,0.2978711910545826,ok
180,90,0,0.27143595879897475,ok
173,88,0,0.3042553379200399,ok
133,86,0,0.3000689437612891,ok
177,85,0,0.3071222510188818,ok
93,83,0,0.27044933615252376,ok
161,72,0,0.3065520259551704,ok
131,72,0,0.272347928956151,ok
178,71,0,0.3074838789179921,ok
134,70,0,0.2716754786670208,ok
38,69,0,0.31248668720945716,ok
96,69,0,0.2673612628132105,ok
76,68,0,0.30576213961467147,ok
15,68,0,0.27346752490848303,ok
94,68,0,0.3035215362906456,ok
23,67,0,0.2657727780751884,ok
124,66,0,0.3078508642502129,ok
125,64,0,0.3216332858428359,ok
16,61,0,0.27489890111610293,ok
43,55,0,0.339412294793874,ok
175,51,0,0.2662289021536708,ok
162,47,0,0.31915772100910544,ok
44,46,0,0.26939568761736155,ok
193,46,0,0.270829311106354,ok
176,34,0,0.31230959109961987,ok
194,33,0,0.26856459444388747,ok
